Date,Time,Open,High,Low,Close,Volume
2025-12-15,09:30:00,80.66999816894531,80.69999694824219,80.58999633789062,80.5999984741211,5800993
2025-12-15,10:30:00,80.6050033569336,80.6500015258789,80.5999984741211,80.63500213623047,5858920
2025-12-15,11:30:00,80.62999725341797,80.6364974975586,80.56999969482422,80.6050033569336,3126529
2025-12-15,12:30:00,80.61000061035156,80.6449966430664,80.5999984741211,80.6050033569336,2491171
2025-12-15,13:30:00,80.61499786376953,80.62999725341797,80.58999633789062,80.625,1811934
2025-12-15,14:30:00,80.625,80.66000366210938,80.61000061035156,80.63500213623047,4092351
2025-12-15,15:30:00,80.63500213623047,80.66999816894531,80.61000061035156,80.62000274658203,3931812
2025-12-16,09:30:00,80.61000061035156,80.66500091552734,80.5801010131836,80.6050033569336,7246148
2025-12-16,10:30:00,80.6050033569336,80.62999725341797,80.55999755859375,80.56999969482422,4575314
2025-12-16,11:30:00,80.57499694824219,80.62999725341797,80.56999969482422,80.61000061035156,2692867
2025-12-16,12:30:00,80.61000061035156,80.62999725341797,80.55500030517578,80.58000183105469,3744354
2025-12-16,13:30:00,80.57499694824219,80.63999938964844,80.55999755859375,80.58499908447266,2905713
2025-12-16,14:30:00,80.58999633789062,80.6500015258789,80.5822982788086,80.6449966430664,1841421
2025-12-16,15:30:00,80.63999938964844,80.66999816894531,80.63999938964844,80.6500015258789,3909193
2025-12-17,09:30:00,80.6500015258789,80.66500091552734,80.58000183105469,80.63500213623047,3985056
2025-12-17,10:30:00,80.63500213623047,80.63999938964844,80.51000213623047,80.5250015258789,6684459
2025-12-17,11:30:00,80.5250015258789,80.55000305175781,80.51000213623047,80.5250015258789,6282062
2025-12-17,12:30:00,80.5250015258789,80.55999755859375,80.51000213623047,80.54000091552734,5326687
2025-12-17,13:30:00,80.54000091552734,80.55999755859375,80.5199966430664,80.54499816894531,4063648
2025-12-17,14:30:00,80.54499816894531,80.58999633789062,80.54000091552734,80.55500030517578,5005881
2025-12-17,15:30:00,80.55999755859375,80.58999633789062,80.54499816894531,80.55999755859375,3771656
2025-12-18,09:30:00,80.77999877929688,80.80000305175781,80.69499969482422,80.73500061035156,14919513
2025-12-18,10:30:00,80.73500061035156,80.79000091552734,80.70999908447266,80.73999786376953,8780013
2025-12-18,11:30:00,80.73999786376953,80.7699966430664,80.66999816894531,80.68499755859375,6958182
2025-12-18,12:30:00,80.68499755859375,80.7699966430664,80.68000030517578,80.74500274658203,4302063
2025-12-18,13:30:00,80.74500274658203,80.7699966430664,80.70999908447266,80.75910186767578,4207306
2025-12-18,14:30:00,80.76000213623047,80.78990173339844,80.72450256347656,80.75499725341797,5412983
2025-12-18,15:30:00,80.75499725341797,80.79000091552734,80.7500991821289,80.7699966430664,6069066
2025-12-19,09:30:00,80.43000030517578,80.47000122070312,80.38500213623047,80.41999816894531,6427088
2025-12-19,10:30:00,80.41500091552734,80.44000244140625,80.40499877929688,80.42500305175781,6325945
2025-12-19,11:30:00,80.42500305175781,80.43000030517578,80.37999725341797,80.38500213623047,3391088
2025-12-19,12:30:00,80.37999725341797,80.4000015258789,80.36000061035156,80.38500213623047,3548703
2025-12-19,13:30:00,80.38500213623047,80.38999938964844,80.3499984741211,80.375,2152877
